Gene_ID	Gene_ID_new	ko	pathway
TRINITY_DN37273_c0_g1	6244	ko00310	Lysine degradation
TRINITY_DN62577_c0_g2	3626	ko00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
TRINITY_DN62577_c0_g2	3626	ko01100	Metabolic pathways
TRINITY_DN11059_c0_g1	6576	ko04075	Plant hormone signal transduction
TRINITY_DN3562_c0_g1	6970	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN3562_c0_g1	6970	ko01100	Metabolic pathways
TRINITY_DN3562_c0_g1	6970	ko04016	MAPK signaling pathway - plant
TRINITY_DN776_c0_g2	10724	ko00500	Starch and sucrose metabolism
TRINITY_DN776_c0_g2	10724	ko01100	Metabolic pathways
TRINITY_DN776_c0_g2	10724	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN4845_c0_g1	7758	ko00430	Taurine and hypotaurine metabolism
TRINITY_DN4845_c0_g1	7758	ko01100	Metabolic pathways
TRINITY_DN138043_c1_g1	12759	ko00190	Oxidative phosphorylation
TRINITY_DN21230_c0_g1	9270	ko00440	Phosphonate and phosphinate metabolism
TRINITY_DN21230_c0_g1	9270	ko00564	Glycerophospholipid metabolism
TRINITY_DN21230_c0_g1	9270	ko00565	Ether lipid metabolism
TRINITY_DN21230_c0_g1	9270	ko01100	Metabolic pathways
TRINITY_DN21230_c0_g1	9270	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN186332_c0_g1	12560	ko03013	RNA transport
TRINITY_DN186332_c0_g1	12560	ko03015	mRNA surveillance pathway
TRINITY_DN186332_c0_g1	12560	ko03040	Spliceosome
TRINITY_DN3515_c1_g1	6986	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
TRINITY_DN3515_c1_g1	6986	ko01100	Metabolic pathways
TRINITY_DN3515_c1_g1	6986	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN3515_c1_g1	6986	ko01230	Biosynthesis of amino acids
TRINITY_DN191362_c0_g1	12533	ko00561	Glycerolipid metabolism
TRINITY_DN191362_c0_g1	12533	ko00564	Glycerophospholipid metabolism
TRINITY_DN191362_c0_g1	12533	ko01100	Metabolic pathways
TRINITY_DN191362_c0_g1	12533	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN10824_c0_g1	607	ko04144	Endocytosis
TRINITY_DN2781_c1_g1	2404	ko00195	Photosynthesis
TRINITY_DN2781_c1_g1	2404	ko01100	Metabolic pathways
TRINITY_DN18043_c0_g1	8299	ko00100	Steroid biosynthesis
TRINITY_DN18043_c0_g1	8299	ko00561	Glycerolipid metabolism
TRINITY_DN18043_c0_g1	8299	ko01100	Metabolic pathways
TRINITY_DN18043_c0_g2	8300	ko00100	Steroid biosynthesis
TRINITY_DN18043_c0_g2	8300	ko00561	Glycerolipid metabolism
TRINITY_DN18043_c0_g2	8300	ko01100	Metabolic pathways
TRINITY_DN5226_c1_g1	4084	ko00290	Valine, leucine and isoleucine biosynthesis
TRINITY_DN5226_c1_g1	4084	ko00660	C5-Branched dibasic acid metabolism
TRINITY_DN5226_c1_g1	4084	ko00966	Glucosinolate biosynthesis
TRINITY_DN5226_c1_g1	4084	ko01100	Metabolic pathways
TRINITY_DN5226_c1_g1	4084	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN5226_c1_g1	4084	ko01210	2-Oxocarboxylic acid metabolism
TRINITY_DN5226_c1_g1	4084	ko01230	Biosynthesis of amino acids
TRINITY_DN11704_c0_g2	7981	ko03013	RNA transport
TRINITY_DN39670_c0_g1	2870	ko04136	Autophagy - other
TRINITY_DN9042_c0_g1	6365	ko00330	Arginine and proline metabolism
TRINITY_DN9042_c0_g1	6365	ko01100	Metabolic pathways
TRINITY_DN9042_c0_g1	6365	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN22746_c0_g3	5925	ko04144	Endocytosis
TRINITY_DN9182_c0_g1	1722	ko00230	Purine metabolism
TRINITY_DN9182_c0_g1	1722	ko00240	Pyrimidine metabolism
TRINITY_DN9182_c0_g1	1722	ko01100	Metabolic pathways
TRINITY_DN9182_c0_g1	1722	ko03020	RNA polymerase
TRINITY_DN184432_c0_g1	12436	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN184432_c0_g1	12436	ko00941	Flavonoid biosynthesis
TRINITY_DN184432_c0_g1	12436	ko00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
TRINITY_DN184432_c0_g1	12436	ko01100	Metabolic pathways
TRINITY_DN184432_c0_g1	12436	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN7487_c0_g1	4701	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN7487_c0_g1	4701	ko00710	Carbon fixation in photosynthetic organisms
TRINITY_DN7487_c0_g1	4701	ko01100	Metabolic pathways
TRINITY_DN7487_c0_g1	4701	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN7487_c0_g1	4701	ko01200	Carbon metabolism
TRINITY_DN7487_c0_g1	4701	ko01230	Biosynthesis of amino acids
TRINITY_DN15464_c0_g1	1188	ko00531	Glycosaminoglycan degradation
TRINITY_DN15464_c0_g1	1188	ko01100	Metabolic pathways
TRINITY_DN43169_c0_g1	9909	ko03030	DNA replication
TRINITY_DN43169_c0_g1	9909	ko03420	Nucleotide excision repair
TRINITY_DN43169_c0_g1	9909	ko03430	Mismatch repair
TRINITY_DN43169_c0_g1	9909	ko03440	Homologous recombination
TRINITY_DN21828_c0_g1	10857	ko04144	Endocytosis
TRINITY_DN2791_c1_g1	2444	ko03040	Spliceosome
TRINITY_DN2791_c1_g1	2444	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN2791_c1_g1	2444	ko04144	Endocytosis
TRINITY_DN283_c0_g1	2974	ko03050	Proteasome
TRINITY_DN1583_c1_g2	9111	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN1583_c1_g2	9111	ko01100	Metabolic pathways
TRINITY_DN1583_c1_g2	9111	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN6590_c0_g1	4789	ko04136	Autophagy - other
TRINITY_DN4890_c0_g1	7741	ko03010	Ribosome
TRINITY_DN33695_c0_g2	8763	ko00562	Inositol phosphate metabolism
TRINITY_DN33695_c0_g2	8763	ko00564	Glycerophospholipid metabolism
TRINITY_DN33695_c0_g2	8763	ko00565	Ether lipid metabolism
TRINITY_DN33695_c0_g2	8763	ko01100	Metabolic pathways
TRINITY_DN33695_c0_g2	8763	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN27018_c0_g1	8109	ko00970	Aminoacyl-tRNA biosynthesis
TRINITY_DN60297_c0_g1	2376	ko03060	Protein export
TRINITY_DN47152_c0_g1	5988	ko04016	MAPK signaling pathway - plant
TRINITY_DN47152_c0_g1	5988	ko04626	Plant-pathogen interaction
TRINITY_DN7562_c0_g2	7368	ko00270	Cysteine and methionine metabolism
TRINITY_DN7562_c0_g2	7368	ko01100	Metabolic pathways
TRINITY_DN7562_c0_g2	7368	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN9889_c0_g1	10914	ko00909	Sesquiterpenoid and triterpenoid biosynthesis
TRINITY_DN62552_c0_g1	3627	ko00260	Glycine, serine and threonine metabolism
TRINITY_DN62552_c0_g1	3627	ko00261	Monobactam biosynthesis
TRINITY_DN62552_c0_g1	3627	ko00270	Cysteine and methionine metabolism
TRINITY_DN62552_c0_g1	3627	ko00300	Lysine biosynthesis
TRINITY_DN62552_c0_g1	3627	ko01100	Metabolic pathways
TRINITY_DN62552_c0_g1	3627	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN62552_c0_g1	3627	ko01210	2-Oxocarboxylic acid metabolism
TRINITY_DN62552_c0_g1	3627	ko01230	Biosynthesis of amino acids
TRINITY_DN22786_c0_g2	5924	ko00230	Purine metabolism
TRINITY_DN22786_c0_g2	5924	ko01100	Metabolic pathways
TRINITY_DN22786_c0_g2	5924	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN22786_c0_g1	5923	ko00230	Purine metabolism
TRINITY_DN22786_c0_g1	5923	ko01100	Metabolic pathways
TRINITY_DN22786_c0_g1	5923	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN23822_c0_g1	8913	ko00906	Carotenoid biosynthesis
TRINITY_DN5912_c1_g2	5701	ko00562	Inositol phosphate metabolism
TRINITY_DN5912_c1_g2	5701	ko01100	Metabolic pathways
TRINITY_DN5912_c1_g2	5701	ko04070	Phosphatidylinositol signaling system
TRINITY_DN8955_c0_g1	11002	ko03013	RNA transport
TRINITY_DN46595_c0_g1	9213	ko00750	Vitamin B6 metabolism
TRINITY_DN46595_c0_g1	9213	ko01100	Metabolic pathways
TRINITY_DN1197_c0_g1	895	ko04075	Plant hormone signal transduction
TRINITY_DN22174_c0_g1	4627	ko00591	Linoleic acid metabolism
TRINITY_DN22174_c0_g1	4627	ko00592	alpha-Linolenic acid metabolism
TRINITY_DN22174_c0_g1	4627	ko01100	Metabolic pathways
TRINITY_DN22174_c0_g1	4627	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN2043_c0_g2	726	ko00030	Pentose phosphate pathway
TRINITY_DN2043_c0_g2	726	ko00480	Glutathione metabolism
TRINITY_DN2043_c0_g2	726	ko01100	Metabolic pathways
TRINITY_DN2043_c0_g2	726	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN2043_c0_g2	726	ko01200	Carbon metabolism
TRINITY_DN41956_c0_g1	8846	ko00071	Fatty acid degradation
TRINITY_DN41956_c0_g1	8846	ko00592	alpha-Linolenic acid metabolism
TRINITY_DN41956_c0_g1	8846	ko01040	Biosynthesis of unsaturated fatty acids
TRINITY_DN41956_c0_g1	8846	ko01100	Metabolic pathways
TRINITY_DN41956_c0_g1	8846	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN41956_c0_g1	8846	ko01212	Fatty acid metabolism
TRINITY_DN41956_c0_g1	8846	ko04146	Peroxisome
TRINITY_DN41956_c0_g2	8847	ko00071	Fatty acid degradation
TRINITY_DN41956_c0_g2	8847	ko00592	alpha-Linolenic acid metabolism
TRINITY_DN41956_c0_g2	8847	ko01040	Biosynthesis of unsaturated fatty acids
TRINITY_DN41956_c0_g2	8847	ko01100	Metabolic pathways
TRINITY_DN41956_c0_g2	8847	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN41956_c0_g2	8847	ko01212	Fatty acid metabolism
TRINITY_DN41956_c0_g2	8847	ko04146	Peroxisome
TRINITY_DN25257_c0_g1	5479	ko04016	MAPK signaling pathway - plant
TRINITY_DN25257_c0_g1	5479	ko04075	Plant hormone signal transduction
TRINITY_DN25257_c0_g1	5479	ko04626	Plant-pathogen interaction
TRINITY_DN22765_c0_g1	5910	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN22765_c0_g1	5910	ko00620	Pyruvate metabolism
TRINITY_DN22765_c0_g1	5910	ko00640	Propanoate metabolism
TRINITY_DN22765_c0_g1	5910	ko01100	Metabolic pathways
TRINITY_DN22765_c0_g1	5910	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN22765_c0_g1	5910	ko01200	Carbon metabolism
TRINITY_DN638_c0_g2	3434	ko03030	DNA replication
TRINITY_DN638_c0_g2	3434	ko03430	Mismatch repair
TRINITY_DN638_c0_g2	3434	ko03440	Homologous recombination
TRINITY_DN638_c0_g1	3433	ko03030	DNA replication
TRINITY_DN638_c0_g1	3433	ko03430	Mismatch repair
TRINITY_DN638_c0_g1	3433	ko03440	Homologous recombination
TRINITY_DN5775_c3_g1	7569	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN5775_c3_g1	7569	ko00051	Fructose and mannose metabolism
TRINITY_DN5775_c3_g1	7569	ko00052	Galactose metabolism
TRINITY_DN5775_c3_g1	7569	ko00500	Starch and sucrose metabolism
TRINITY_DN5775_c3_g1	7569	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN5775_c3_g1	7569	ko01100	Metabolic pathways
TRINITY_DN5775_c3_g1	7569	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN5775_c3_g1	7569	ko01200	Carbon metabolism
TRINITY_DN47432_c0_g1	4506	ko04120	Ubiquitin mediated proteolysis
TRINITY_DN859_c1_g1	1354	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN859_c1_g1	1354	ko00030	Pentose phosphate pathway
TRINITY_DN859_c1_g1	1354	ko00051	Fructose and mannose metabolism
TRINITY_DN859_c1_g1	1354	ko00710	Carbon fixation in photosynthetic organisms
TRINITY_DN859_c1_g1	1354	ko01100	Metabolic pathways
TRINITY_DN859_c1_g1	1354	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN859_c1_g1	1354	ko01200	Carbon metabolism
TRINITY_DN859_c1_g2	1353	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN859_c1_g2	1353	ko00030	Pentose phosphate pathway
TRINITY_DN859_c1_g2	1353	ko00051	Fructose and mannose metabolism
TRINITY_DN859_c1_g2	1353	ko00710	Carbon fixation in photosynthetic organisms
TRINITY_DN859_c1_g2	1353	ko01100	Metabolic pathways
TRINITY_DN859_c1_g2	1353	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN859_c1_g2	1353	ko01200	Carbon metabolism
TRINITY_DN27988_c0_g1	376	ko00460	Cyanoamino acid metabolism
TRINITY_DN27988_c0_g1	376	ko00500	Starch and sucrose metabolism
TRINITY_DN27988_c0_g1	376	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN27988_c0_g1	376	ko01100	Metabolic pathways
TRINITY_DN27988_c0_g1	376	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN172_c0_g1	7649	ko00860	Porphyrin and chlorophyll metabolism
TRINITY_DN172_c0_g1	7649	ko01100	Metabolic pathways
TRINITY_DN172_c0_g1	7649	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN6103_c0_g1	8729	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
TRINITY_DN6103_c0_g1	8729	ko01100	Metabolic pathways
TRINITY_DN6103_c0_g1	8729	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN6103_c0_g1	8729	ko01230	Biosynthesis of amino acids
TRINITY_DN40547_c0_g1	2900	ko04016	MAPK signaling pathway - plant
TRINITY_DN40547_c0_g1	2900	ko04075	Plant hormone signal transduction
TRINITY_DN2123_c0_g1	8222	ko00230	Purine metabolism
TRINITY_DN2123_c0_g1	8222	ko01100	Metabolic pathways
TRINITY_DN2123_c0_g1	8222	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN39322_c0_g1	12045	ko00196	Photosynthesis - antenna proteins
TRINITY_DN39322_c0_g1	12045	ko01100	Metabolic pathways
TRINITY_DN21577_c0_g1	7779	ko03008	Ribosome biogenesis in eukaryotes
TRINITY_DN1152_c0_g1	925	ko00460	Cyanoamino acid metabolism
TRINITY_DN1152_c0_g1	925	ko00500	Starch and sucrose metabolism
TRINITY_DN1152_c0_g1	925	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN1152_c0_g1	925	ko01100	Metabolic pathways
TRINITY_DN1152_c0_g1	925	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN111467_c0_g1	12356	ko00909	Sesquiterpenoid and triterpenoid biosynthesis
TRINITY_DN1152_c0_g2	926	ko00460	Cyanoamino acid metabolism
TRINITY_DN1152_c0_g2	926	ko00500	Starch and sucrose metabolism
TRINITY_DN1152_c0_g2	926	ko00940	Phenylpropanoid biosynthesis
TRINITY_DN1152_c0_g2	926	ko01100	Metabolic pathways
TRINITY_DN1152_c0_g2	926	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN11358_c0_g1	9616	ko00260	Glycine, serine and threonine metabolism
TRINITY_DN11358_c0_g1	9616	ko01100	Metabolic pathways
TRINITY_DN11358_c0_g1	9616	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN11358_c0_g1	9616	ko01230	Biosynthesis of amino acids
TRINITY_DN39556_c0_g1	7327	ko00941	Flavonoid biosynthesis
TRINITY_DN39556_c0_g1	7327	ko00944	Flavone and flavonol biosynthesis
TRINITY_DN39556_c0_g1	7327	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN46969_c0_g1	7642	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN7862_c2_g1	876	ko00190	Oxidative phosphorylation
TRINITY_DN7862_c2_g1	876	ko00350	Tyrosine metabolism
TRINITY_DN7862_c2_g1	876	ko00360	Phenylalanine metabolism
TRINITY_DN7862_c2_g1	876	ko00380	Tryptophan metabolism
TRINITY_DN7862_c2_g1	876	ko00901	Indole alkaloid biosynthesis
TRINITY_DN7862_c2_g1	876	ko00950	Isoquinoline alkaloid biosynthesis
TRINITY_DN7862_c2_g1	876	ko00965	Betalain biosynthesis
TRINITY_DN7862_c2_g1	876	ko01100	Metabolic pathways
TRINITY_DN7862_c2_g1	876	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN23178_c0_g1	7318	ko04145	Phagosome
TRINITY_DN5826_c0_g1	10453	ko00620	Pyruvate metabolism
TRINITY_DN5826_c0_g1	10453	ko00710	Carbon fixation in photosynthetic organisms
TRINITY_DN5826_c0_g1	10453	ko01100	Metabolic pathways
TRINITY_DN5826_c0_g1	10453	ko01200	Carbon metabolism
TRINITY_DN3558_c0_g2	6990	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN9256_c0_g1	4535	ko00860	Porphyrin and chlorophyll metabolism
TRINITY_DN9256_c0_g1	4535	ko01100	Metabolic pathways
TRINITY_DN9256_c0_g1	4535	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN46129_c0_g1	10839	ko00900	Terpenoid backbone biosynthesis
TRINITY_DN49421_c0_g1	2537	ko00564	Glycerophospholipid metabolism
TRINITY_DN41336_c0_g1	2666	ko00760	Nicotinate and nicotinamide metabolism
TRINITY_DN41336_c0_g1	2666	ko01100	Metabolic pathways
TRINITY_DN2264_c3_g1	11037	ko03010	Ribosome
TRINITY_DN11786_c0_g1	7988	ko00564	Glycerophospholipid metabolism
TRINITY_DN11786_c0_g1	7988	ko01100	Metabolic pathways
TRINITY_DN2264_c3_g2	11039	ko03010	Ribosome
TRINITY_DN39426_c0_g1	12078	ko00480	Glutathione metabolism
TRINITY_DN9732_c1_g1	8020	ko00100	Steroid biosynthesis
TRINITY_DN9732_c1_g1	8020	ko01100	Metabolic pathways
TRINITY_DN9732_c1_g1	8020	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN4643_c0_g3	9702	ko03008	Ribosome biogenesis in eukaryotes
TRINITY_DN18172_c0_g1	3761	ko04016	MAPK signaling pathway - plant
TRINITY_DN3963_c0_g1	3205	ko03040	Spliceosome
TRINITY_DN22220_c0_g1	12227	ko00040	Pentose and glucuronate interconversions
TRINITY_DN22220_c0_g1	12227	ko01100	Metabolic pathways
TRINITY_DN19045_c0_g3	11105	ko00230	Purine metabolism
TRINITY_DN19045_c0_g3	11105	ko00240	Pyrimidine metabolism
TRINITY_DN19045_c0_g3	11105	ko01100	Metabolic pathways
TRINITY_DN19045_c0_g3	11105	ko03020	RNA polymerase
TRINITY_DN13749_c0_g1	6049	ko03440	Homologous recombination
TRINITY_DN6814_c1_g1	5619	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN6814_c1_g2	5618	ko00520	Amino sugar and nucleotide sugar metabolism
TRINITY_DN3540_c0_g1	6994	ko00860	Porphyrin and chlorophyll metabolism
TRINITY_DN3540_c0_g1	6994	ko01100	Metabolic pathways
TRINITY_DN3540_c0_g1	6994	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN1328_c0_g1	11190	ko03030	DNA replication
TRINITY_DN1328_c0_g1	11190	ko03420	Nucleotide excision repair
TRINITY_DN1328_c0_g1	11190	ko03430	Mismatch repair
TRINITY_DN1328_c0_g1	11190	ko03440	Homologous recombination
TRINITY_DN432_c2_g1	815	ko00250	Alanine, aspartate and glutamate metabolism
TRINITY_DN432_c2_g1	815	ko00410	beta-Alanine metabolism
TRINITY_DN432_c2_g1	815	ko00430	Taurine and hypotaurine metabolism
TRINITY_DN432_c2_g1	815	ko00650	Butanoate metabolism
TRINITY_DN432_c2_g1	815	ko01100	Metabolic pathways
TRINITY_DN432_c2_g1	815	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN44540_c0_g1	11276	ko04075	Plant hormone signal transduction
TRINITY_DN42004_c0_g3	7064	ko00562	Inositol phosphate metabolism
TRINITY_DN42004_c0_g3	7064	ko01100	Metabolic pathways
TRINITY_DN42004_c0_g3	7064	ko04070	Phosphatidylinositol signaling system
TRINITY_DN42004_c0_g3	7064	ko04144	Endocytosis
TRINITY_DN8167_c0_g1	6489	ko04120	Ubiquitin mediated proteolysis
TRINITY_DN16698_c0_g1	11727	ko03010	Ribosome
TRINITY_DN77886_c0_g2	584	ko00380	Tryptophan metabolism
TRINITY_DN77886_c0_g2	584	ko01100	Metabolic pathways
TRINITY_DN53237_c0_g1	488	ko04075	Plant hormone signal transduction
TRINITY_DN8425_c0_g1	12117	ko03015	mRNA surveillance pathway
TRINITY_DN8425_c0_g2	12118	ko03420	Nucleotide excision repair
TRINITY_DN8425_c0_g2	12118	ko04120	Ubiquitin mediated proteolysis
TRINITY_DN8425_c0_g2	12118	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN191911_c0_g1	12601	ko00052	Galactose metabolism
TRINITY_DN191911_c0_g1	12601	ko00561	Glycerolipid metabolism
TRINITY_DN191911_c0_g1	12601	ko00600	Sphingolipid metabolism
TRINITY_DN191911_c0_g1	12601	ko00603	Glycosphingolipid biosynthesis - globo and isoglobo series
TRINITY_DN27842_c1_g1	5051	ko00960	Tropane, piperidine and pyridine alkaloid biosynthesis
TRINITY_DN27842_c1_g1	5051	ko01100	Metabolic pathways
TRINITY_DN27842_c1_g1	5051	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN27842_c1_g2	5050	ko00960	Tropane, piperidine and pyridine alkaloid biosynthesis
TRINITY_DN27842_c1_g2	5050	ko01100	Metabolic pathways
TRINITY_DN27842_c1_g2	5050	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN170593_c0_g1	13129	ko04626	Plant-pathogen interaction
TRINITY_DN6512_c0_g1	4794	ko04141	Protein processing in endoplasmic reticulum
TRINITY_DN6512_c0_g1	4794	ko04145	Phagosome
TRINITY_DN15900_c0_g2	11862	ko00960	Tropane, piperidine and pyridine alkaloid biosynthesis
TRINITY_DN15900_c0_g2	11862	ko01100	Metabolic pathways
TRINITY_DN15900_c0_g2	11862	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN51170_c0_g1	7018	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN51170_c0_g1	7018	ko00030	Pentose phosphate pathway
TRINITY_DN51170_c0_g1	7018	ko00051	Fructose and mannose metabolism
TRINITY_DN51170_c0_g1	7018	ko00710	Carbon fixation in photosynthetic organisms
TRINITY_DN51170_c0_g1	7018	ko01100	Metabolic pathways
TRINITY_DN51170_c0_g1	7018	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN51170_c0_g1	7018	ko01200	Carbon metabolism
TRINITY_DN57526_c0_g1	7238	ko00500	Starch and sucrose metabolism
TRINITY_DN57526_c0_g1	7238	ko01100	Metabolic pathways
TRINITY_DN35589_c0_g2	11349	ko00062	Fatty acid elongation
TRINITY_DN35589_c0_g2	11349	ko01040	Biosynthesis of unsaturated fatty acids
TRINITY_DN35589_c0_g2	11349	ko01100	Metabolic pathways
TRINITY_DN35589_c0_g2	11349	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN35589_c0_g2	11349	ko01212	Fatty acid metabolism
TRINITY_DN35589_c0_g1	11348	ko00062	Fatty acid elongation
TRINITY_DN35589_c0_g1	11348	ko01040	Biosynthesis of unsaturated fatty acids
TRINITY_DN35589_c0_g1	11348	ko01100	Metabolic pathways
TRINITY_DN35589_c0_g1	11348	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN35589_c0_g1	11348	ko01212	Fatty acid metabolism
TRINITY_DN9001_c0_g2	6395	ko00010	Glycolysis / Gluconeogenesis
TRINITY_DN9001_c0_g2	6395	ko00260	Glycine, serine and threonine metabolism
TRINITY_DN9001_c0_g2	6395	ko01100	Metabolic pathways
TRINITY_DN9001_c0_g2	6395	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN9001_c0_g2	6395	ko01200	Carbon metabolism
TRINITY_DN9001_c0_g2	6395	ko01230	Biosynthesis of amino acids
TRINITY_DN9001_c0_g2	6395	ko04933	AGE-RAGE signaling pathway in diabetic complications
TRINITY_DN38070_c0_g3	6016	ko00500	Starch and sucrose metabolism
TRINITY_DN38070_c0_g3	6016	ko01100	Metabolic pathways
TRINITY_DN61694_c0_g1	8352	ko03013	RNA transport
TRINITY_DN14780_c1_g1	1532	ko03013	RNA transport
TRINITY_DN14780_c1_g1	1532	ko03015	mRNA surveillance pathway
TRINITY_DN14780_c1_g1	1532	ko03018	RNA degradation
TRINITY_DN11709_c0_g1	7985	ko04075	Plant hormone signal transduction
TRINITY_DN39977_c0_g1	5804	ko03013	RNA transport
TRINITY_DN1491_c0_g1	6331	ko04016	MAPK signaling pathway - plant
TRINITY_DN6336_c0_g1	6731	ko00071	Fatty acid degradation
TRINITY_DN6336_c0_g1	6731	ko00592	alpha-Linolenic acid metabolism
TRINITY_DN6336_c0_g1	6731	ko01100	Metabolic pathways
TRINITY_DN6336_c0_g1	6731	ko01110	Biosynthesis of secondary metabolites
TRINITY_DN6336_c0_g1	6731	ko01212	Fatty acid metabolism
TRINITY_DN50910_c0_g1	8803	ko03010	Ribosome
TRINITY_DN15380_c0_g1	5743	ko03013	RNA transport
TRINITY_DN15380_c0_g1	5743	ko03015	mRNA surveillance pathway
TRINITY_DN15380_c0_g1	5743	ko03040	Spliceosome
TRINITY_DN1432_c1_g1	6298	ko00190	Oxidative phosphorylation
TRINITY_DN16434_c0_g1	8712	ko04146	Peroxisome
TRINITY_DN25935_c0_g1	2395	ko00020	Citrate cycle (TCA cycle)
TRINITY_DN25935_c0_g1	2395	ko00310	Lysine degradation
TRINITY_DN25935_c0_g1	2395	ko00380	Tryptophan metabolism
TRINITY_DN25935_c0_g1	2395	ko01100	Metabolic pathways
TRINITY_DN25935_c0_g1	2395	ko01110	Biosynthesis of secondary metabolites
